netA,netB,pvalue,percentage,behavior,condition,pill,sign
subcort,DMN,0.7675504124301553,8.0,arousal,tool,placebo,neg
subcort,motor,0.7690970123878806,20.0,arousal,tool,placebo,neg
subcort,visA,0.19142394113038197,16.0,arousal,tool,placebo,neg
subcort,visB,0.525264584103543,5.0,arousal,tool,placebo,neg
subcort,visassoc,0.813429950758881,8.0,arousal,tool,placebo,neg
subcort,salience,0.909148186230222,13.0,arousal,tool,placebo,neg
subcort,subcort,0.525264584103543,4.0,arousal,tool,placebo,neg
subcort,cerebell,0.8800266763163392,2.0,arousal,tool,placebo,neg
cerebell,medfront,0.9999917481769444,3.0,arousal,tool,placebo,neg
cerebell,frontoparietal,0.9998864500253735,10.0,arousal,tool,placebo,neg
cerebell,DMN,0.7894934372131571,11.0,arousal,tool,placebo,neg
cerebell,motor,0.991082718711345,15.0,arousal,tool,placebo,neg
cerebell,visA,0.0008995151893864684,35.0,arousal,tool,placebo,neg
cerebell,visB,0.6534365069562873,4.0,arousal,tool,placebo,neg
cerebell,visassoc,0.4452107530990377,16.0,arousal,tool,placebo,neg
cerebell,salience,0.9897012259779897,10.0,arousal,tool,placebo,neg
cerebell,subcort,0.8800266763163392,2.0,arousal,tool,placebo,neg
cerebell,cerebell,0.9210640786302684,2.0,arousal,tool,placebo,neg
medfront,medfront,0.029705813827202388,10.0,memory,alc,cortisol,neg
medfront,frontoparietal,0.0003645101409894824,20.0,memory,alc,cortisol,neg
medfront,DMN,0.3710397284088841,3.0,memory,alc,cortisol,neg
medfront,motor,0.9331293063628888,0.0,memory,alc,cortisol,neg
medfront,visA,0.7276423985527489,1.0,memory,alc,cortisol,neg
medfront,visB,0.4293347982441076,0.0,memory,alc,cortisol,neg
medfront,visassoc,0.40153125472597084,3.0,memory,alc,cortisol,neg
medfront,salience,0.6369754060894085,2.0,memory,alc,cortisol,neg
medfront,subcort,0.45396324152058176,1.0,memory,alc,cortisol,neg
medfront,cerebell,0.5201913879947142,0.0,memory,alc,cortisol,neg
frontoparietal,medfront,0.0003645101409894824,20.0,memory,alc,cortisol,neg
frontoparietal,frontoparietal,0.0003221096851996341,24.0,memory,alc,cortisol,neg
frontoparietal,DMN,0.09732194772886238,6.0,memory,alc,cortisol,neg
frontoparietal,motor,0.48539297301620454,6.0,memory,alc,cortisol,neg
frontoparietal,visA,0.030812625407125482,8.0,memory,alc,cortisol,neg
frontoparietal,visB,0.5306743859955074,0.0,memory,alc,cortisol,neg
frontoparietal,visassoc,0.28358073560436114,5.0,memory,alc,cortisol,neg
frontoparietal,salience,0.7892111685960458,3.0,memory,alc,cortisol,neg
frontoparietal,subcort,0.5572994438745478,0.0,memory,alc,cortisol,neg
frontoparietal,cerebell,0.6285183826031777,0.0,memory,alc,cortisol,neg
DMN,medfront,0.3710397284088841,3.0,memory,alc,cortisol,neg
DMN,frontoparietal,0.09732194772886238,6.0,memory,alc,cortisol,neg
DMN,DMN,0.0006399026661393359,8.0,memory,alc,cortisol,neg
DMN,motor,0.7694468665135226,0.0,memory,alc,cortisol,neg
DMN,visA,0.034091508417001926,4.0,memory,alc,cortisol,neg
DMN,visB,0.2636511462118556,0.0,memory,alc,cortisol,neg
DMN,visassoc,0.17360106186862556,2.0,memory,alc,cortisol,neg
DMN,salience,0.11396874025570936,4.0,memory,alc,cortisol,neg
DMN,subcort,0.004496172359304329,4.0,memory,alc,cortisol,neg
DMN,cerebell,0.32994195376512403,0.0,memory,alc,cortisol,neg
motor,medfront,0.9331293063628888,0.0,memory,alc,cortisol,neg
motor,frontoparietal,0.48539297301620454,6.0,memory,alc,cortisol,neg
motor,DMN,0.7694468665135226,0.0,memory,alc,cortisol,neg
motor,motor,0.9504172555993027,0.0,memory,alc,cortisol,neg
motor,visA,0.7694468665135226,1.0,memory,alc,cortisol,neg
motor,visB,0.4692365247570476,0.0,memory,alc,cortisol,neg
motor,visassoc,0.7910761117902024,1.0,memory,alc,cortisol,neg
motor,salience,0.7011088383530899,3.0,memory,alc,cortisol,neg
motor,subcort,0.4945544218825907,1.0,memory,alc,cortisol,neg
motor,cerebell,0.5635460971318165,0.0,memory,alc,cortisol,neg
visA,medfront,0.7276423985527489,1.0,memory,alc,cortisol,neg
visA,frontoparietal,0.030812625407125482,8.0,memory,alc,cortisol,neg
visA,DMN,0.034091508417001926,4.0,memory,alc,cortisol,neg
visA,motor,0.7694468665135226,1.0,memory,alc,cortisol,neg
visA,visA,0.14888940271464968,2.0,memory,alc,cortisol,neg
visA,visB,0.03780383017206068,2.0,memory,alc,cortisol,neg
visA,visassoc,0.5299331874018597,1.0,memory,alc,cortisol,neg
visA,salience,0.3285504924065963,2.0,memory,alc,cortisol,neg
visA,subcort,0.280809268080327,0.0,memory,alc,cortisol,neg
visA,cerebell,0.32994195376512403,0.0,memory,alc,cortisol,neg
visB,medfront,0.4293347982441076,0.0,memory,alc,cortisol,neg
visB,frontoparietal,0.5306743859955074,0.0,memory,alc,cortisol,neg
visB,DMN,0.2636511462118556,0.0,memory,alc,cortisol,neg
visB,motor,0.4692365247570476,0.0,memory,alc,cortisol,neg
visB,visA,0.03780383017206068,2.0,memory,alc,cortisol,neg
visB,visB,0.11513418872395143,0.0,memory,alc,cortisol,neg
visB,visassoc,0.2785446158951792,1.0,memory,alc,cortisol,neg
visB,salience,0.39983777833263967,0.0,memory,alc,cortisol,neg
visB,subcort,0.13300227623552718,0.0,memory,alc,cortisol,neg
visB,cerebell,0.15847584044646945,0.0,memory,alc,cortisol,neg
visassoc,medfront,0.40153125472597084,3.0,memory,alc,cortisol,neg
visassoc,frontoparietal,0.28358073560436114,5.0,memory,alc,cortisol,neg
visassoc,DMN,0.17360106186862556,2.0,memory,alc,cortisol,neg
visassoc,motor,0.7910761117902024,1.0,memory,alc,cortisol,neg
visassoc,visA,0.5299331874018597,1.0,memory,alc,cortisol,neg
visassoc,visB,0.2785446158951792,1.0,memory,alc,cortisol,neg
visassoc,visassoc,0.5416543796053456,0.0,memory,alc,cortisol,neg
visassoc,salience,0.3569799041413573,3.0,memory,alc,cortisol,neg
visassoc,subcort,0.2964657873665637,0.0,memory,alc,cortisol,neg
visassoc,cerebell,0.34762457964263427,0.0,memory,alc,cortisol,neg
salience,medfront,0.6369754060894085,2.0,memory,alc,cortisol,neg
salience,frontoparietal,0.7892111685960458,3.0,memory,alc,cortisol,neg
salience,DMN,0.11396874025570936,4.0,memory,alc,cortisol,neg
salience,motor,0.7011088383530899,3.0,memory,alc,cortisol,neg
salience,visA,0.3285504924065963,2.0,memory,alc,cortisol,neg
salience,visB,0.39983777833263967,0.0,memory,alc,cortisol,neg
salience,visassoc,0.3569799041413573,3.0,memory,alc,cortisol,neg
salience,salience,0.5739393039704668,2.0,memory,alc,cortisol,neg
salience,subcort,0.42300761839009715,0.0,memory,alc,cortisol,neg
salience,cerebell,0.48732996553542596,1.0,memory,alc,cortisol,neg
subcort,medfront,0.45396324152058176,1.0,memory,alc,cortisol,neg
subcort,frontoparietal,0.5572994438745478,0.0,memory,alc,cortisol,neg
subcort,DMN,0.004496172359304329,4.0,memory,alc,cortisol,neg
subcort,motor,0.4945544218825907,1.0,memory,alc,cortisol,neg
subcort,visA,0.280809268080327,0.0,memory,alc,cortisol,neg
subcort,visB,0.13300227623552718,0.0,memory,alc,cortisol,neg
subcort,visassoc,0.2964657873665637,0.0,memory,alc,cortisol,neg
subcort,salience,0.42300761839009715,0.0,memory,alc,cortisol,neg
subcort,subcort,0.13300227623552718,0.0,memory,alc,cortisol,neg
subcort,cerebell,0.17028199331700666,0.0,memory,alc,cortisol,neg
cerebell,medfront,0.5201913879947142,0.0,memory,alc,cortisol,neg
cerebell,frontoparietal,0.6285183826031777,0.0,memory,alc,cortisol,neg
cerebell,DMN,0.32994195376512403,0.0,memory,alc,cortisol,neg
cerebell,motor,0.5635460971318165,0.0,memory,alc,cortisol,neg
cerebell,visA,0.32994195376512403,0.0,memory,alc,cortisol,neg
cerebell,visB,0.15847584044646945,0.0,memory,alc,cortisol,neg
cerebell,visassoc,0.34762457964263427,0.0,memory,alc,cortisol,neg
cerebell,salience,0.48732996553542596,1.0,memory,alc,cortisol,neg
cerebell,subcort,0.17028199331700666,0.0,memory,alc,cortisol,neg
cerebell,cerebell,0.19213643267260283,0.0,memory,alc,cortisol,neg
medfront,medfront,0.8349643041885407,4.0,memory,alc,placebo,neg
medfront,frontoparietal,0.9501200671994193,4.0,memory,alc,placebo,neg
medfront,DMN,0.9214962086717866,0.0,memory,alc,placebo,neg
medfront,motor,0.7684245512553058,7.0,memory,alc,placebo,neg
medfront,visA,0.7202483924974699,3.0,memory,alc,placebo,neg
medfront,visB,0.6662826963488673,0.0,memory,alc,placebo,neg
medfront,visassoc,0.13472721359874829,8.0,memory,alc,placebo,neg
medfront,salience,0.9248909020396905,3.0,memory,alc,placebo,neg
medfront,subcort,0.6938780130543513,1.0,memory,alc,placebo,neg
medfront,cerebell,0.762297627907934,0.0,memory,alc,placebo,neg
frontoparietal,medfront,0.9501200671994193,4.0,memory,alc,placebo,neg
frontoparietal,frontoparietal,0.9899700342829072,4.0,memory,alc,placebo,neg
frontoparietal,DMN,0.6625074190675841,5.0,memory,alc,placebo,neg
frontoparietal,motor,0.2716428677846914,16.0,memory,alc,placebo,neg
frontoparietal,visA,0.12734929038542264,11.0,memory,alc,placebo,neg
frontoparietal,visB,0.7723519406966262,0.0,memory,alc,placebo,neg
frontoparietal,visassoc,0.003808526013911684,19.0,memory,alc,placebo,neg
frontoparietal,salience,0.9968115884312204,1.0,memory,alc,placebo,neg
frontoparietal,subcort,0.2124575106061215,4.0,memory,alc,placebo,neg
frontoparietal,cerebell,0.575092814353444,2.0,memory,alc,placebo,neg
DMN,medfront,0.9214962086717866,0.0,memory,alc,placebo,neg
DMN,frontoparietal,0.6625074190675841,5.0,memory,alc,placebo,neg
DMN,DMN,0.7376256699641843,0.0,memory,alc,placebo,neg
DMN,motor,0.5433793085956752,5.0,memory,alc,placebo,neg
DMN,visA,0.749492862787396,0.0,memory,alc,placebo,neg
DMN,visB,0.12053600551609545,2.0,memory,alc,placebo,neg
DMN,visassoc,0.7716480317086263,1.0,memory,alc,placebo,neg
DMN,salience,0.6703335534788165,3.0,memory,alc,placebo,neg
DMN,subcort,0.13587131619650117,2.0,memory,alc,placebo,neg
DMN,cerebell,0.5431197576445197,0.0,memory,alc,placebo,neg
motor,medfront,0.7684245512553058,7.0,memory,alc,placebo,neg
motor,frontoparietal,0.2716428677846914,16.0,memory,alc,placebo,neg
motor,DMN,0.5433793085956752,5.0,memory,alc,placebo,neg
motor,motor,0.00026803245479822824,30.0,memory,alc,placebo,neg
motor,visA,0.0024627111357305997,16.0,memory,alc,placebo,neg
motor,visB,0.7104059324268615,0.0,memory,alc,placebo,neg
motor,visassoc,2.3285242622961277e-09,35.0,memory,alc,placebo,neg
motor,salience,0.7008352646466035,6.0,memory,alc,placebo,neg
motor,subcort,0.7368149155374446,1.0,memory,alc,placebo,neg
motor,cerebell,0.8025004108903243,1.0,memory,alc,placebo,neg
visA,medfront,0.7202483924974699,3.0,memory,alc,placebo,neg
visA,frontoparietal,0.12734929038542264,11.0,memory,alc,placebo,neg
visA,DMN,0.749492862787396,0.0,memory,alc,placebo,neg
visA,motor,0.0024627111357305997,16.0,memory,alc,placebo,neg
visA,visA,0.3849474943325597,2.0,memory,alc,placebo,neg
visA,visB,0.12053600551609545,3.0,memory,alc,placebo,neg
visA,visassoc,0.4327318017680528,3.0,memory,alc,placebo,neg
visA,salience,0.6703335534788165,3.0,memory,alc,placebo,neg
visA,subcort,0.13587131619650117,2.0,memory,alc,placebo,neg
visA,cerebell,0.5431197576445197,0.0,memory,alc,placebo,neg
visB,medfront,0.6662826963488673,0.0,memory,alc,placebo,neg
visB,frontoparietal,0.7723519406966262,0.0,memory,alc,placebo,neg
visB,DMN,0.12053600551609545,2.0,memory,alc,placebo,neg
visB,motor,0.7104059324268615,0.0,memory,alc,placebo,neg
visB,visA,0.12053600551609545,3.0,memory,alc,placebo,neg
visB,visB,0.024058789079268506,2.0,memory,alc,placebo,neg
visB,visassoc,0.13380180147719056,3.0,memory,alc,placebo,neg
visB,salience,0.6317018255004814,0.0,memory,alc,placebo,neg
visB,subcort,0.24362525275776248,0.0,memory,alc,placebo,neg
visB,cerebell,0.2864922827050538,0.0,memory,alc,placebo,neg
visassoc,medfront,0.13472721359874829,8.0,memory,alc,placebo,neg
visassoc,frontoparietal,0.003808526013911684,19.0,memory,alc,placebo,neg
visassoc,DMN,0.7716480317086263,1.0,memory,alc,placebo,neg
visassoc,motor,2.3285242622961277e-09,35.0,memory,alc,placebo,neg
visassoc,visA,0.4327318017680528,3.0,memory,alc,placebo,neg
visassoc,visB,0.13380180147719056,3.0,memory,alc,placebo,neg
visassoc,visassoc,0.000911751051175913,12.0,memory,alc,placebo,neg
visassoc,salience,0.03756137724376052,11.0,memory,alc,placebo,neg
visassoc,subcort,0.4973966635424868,1.0,memory,alc,placebo,neg
visassoc,cerebell,0.5664104445365936,0.0,memory,alc,placebo,neg
salience,medfront,0.9248909020396905,3.0,memory,alc,placebo,neg
salience,frontoparietal,0.9968115884312204,1.0,memory,alc,placebo,neg
salience,DMN,0.6703335534788165,3.0,memory,alc,placebo,neg
salience,motor,0.7008352646466035,6.0,memory,alc,placebo,neg
salience,visA,0.6703335534788165,3.0,memory,alc,placebo,neg
salience,visB,0.6317018255004814,0.0,memory,alc,placebo,neg
salience,visassoc,0.03756137724376052,11.0,memory,alc,placebo,neg
salience,salience,0.725987432011612,4.0,memory,alc,placebo,neg
salience,subcort,0.2906576022857763,3.0,memory,alc,placebo,neg
salience,cerebell,0.7294049879123954,1.0,memory,alc,placebo,neg
subcort,medfront,0.6938780130543513,1.0,memory,alc,placebo,neg
subcort,frontoparietal,0.2124575106061215,4.0,memory,alc,placebo,neg
subcort,DMN,0.13587131619650117,2.0,memory,alc,placebo,neg
subcort,motor,0.7368149155374446,1.0,memory,alc,placebo,neg
subcort,visA,0.13587131619650117,2.0,memory,alc,placebo,neg
subcort,visB,0.24362525275776248,0.0,memory,alc,placebo,neg
subcort,visassoc,0.4973966635424868,1.0,memory,alc,placebo,neg
subcort,salience,0.2906576022857763,3.0,memory,alc,placebo,neg
subcort,subcort,0.03197237211906212,2.0,memory,alc,placebo,neg
subcort,cerebell,0.30594494420105756,0.0,memory,alc,placebo,neg
cerebell,medfront,0.762297627907934,0.0,memory,alc,placebo,neg
cerebell,frontoparietal,0.575092814353444,2.0,memory,alc,placebo,neg
cerebell,DMN,0.5431197576445197,0.0,memory,alc,placebo,neg
cerebell,motor,0.8025004108903243,1.0,memory,alc,placebo,neg
cerebell,visA,0.5431197576445197,0.0,memory,alc,placebo,neg
cerebell,visB,0.2864922827050538,0.0,memory,alc,placebo,neg
cerebell,visassoc,0.5664104445365936,0.0,memory,alc,placebo,neg
cerebell,salience,0.7294049879123954,1.0,memory,alc,placebo,neg
cerebell,subcort,0.30594494420105756,0.0,memory,alc,placebo,neg
cerebell,cerebell,0.06559858746093905,2.0,memory,alc,placebo,neg
medfront,medfront,0.9965911194142276,2.0,memory,tool,cortisol,neg
medfront,frontoparietal,0.9942211669338588,6.0,memory,tool,cortisol,neg
medfront,DMN,0.9871605493237775,1.0,memory,tool,cortisol,neg
medfront,motor,0.9939063102503668,5.0,memory,tool,cortisol,neg
medfront,visA,0.9871605493237775,0.0,memory,tool,cortisol,neg
medfront,visB,0.847158853679446,0.0,memory,tool,cortisol,neg
medfront,visassoc,0.8404779786284002,5.0,memory,tool,cortisol,neg
medfront,salience,0.999315886692395,1.0,memory,tool,cortisol,neg
medfront,subcort,0.8681487898577819,0.0,memory,tool,cortisol,neg
medfront,cerebell,0.9144832637562673,1.0,memory,tool,cortisol,neg
frontoparietal,medfront,0.9942211669338588,6.0,memory,tool,cortisol,neg
frontoparietal,frontoparietal,0.945836801583322,16.0,memory,tool,cortisol,neg
frontoparietal,DMN,0.9310208806517798,4.0,memory,tool,cortisol,neg
frontoparietal,motor,0.6576196556664189,20.0,memory,tool,cortisol,neg
frontoparietal,visA,0.5247935774916553,11.0,memory,tool,cortisol,neg
frontoparietal,visB,0.7181894097780286,3.0,memory,tool,cortisol,neg
frontoparietal,visassoc,0.02354114209180047,23.0,memory,tool,cortisol,neg
frontoparietal,salience,0.9879571613141018,7.0,memory,tool,cortisol,neg
frontoparietal,subcort,0.7553496908459267,3.0,memory,tool,cortisol,neg
frontoparietal,cerebell,0.6409061160809735,5.0,memory,tool,cortisol,neg
DMN,medfront,0.9871605493237775,1.0,memory,tool,cortisol,neg
DMN,frontoparietal,0.9310208806517798,4.0,memory,tool,cortisol,neg
DMN,DMN,0.8987357943016487,0.0,memory,tool,cortisol,neg
DMN,motor,0.8661892810892798,5.0,memory,tool,cortisol,neg
DMN,visA,0.6835059074105484,2.0,memory,tool,cortisol,neg
DMN,visB,0.6411368197169508,1.0,memory,tool,cortisol,neg
DMN,visassoc,0.46019013192291236,5.0,memory,tool,cortisol,neg
DMN,salience,0.9046276686358362,3.0,memory,tool,cortisol,neg
DMN,subcort,0.6683792583716518,0.0,memory,tool,cortisol,neg
DMN,cerebell,0.7383406609016738,0.0,memory,tool,cortisol,neg
motor,medfront,0.9939063102503668,5.0,memory,tool,cortisol,neg
motor,frontoparietal,0.6576196556664189,20.0,memory,tool,cortisol,neg
motor,DMN,0.8661892810892798,5.0,memory,tool,cortisol,neg
motor,motor,3.4512930835450817e-07,56.0,memory,tool,cortisol,neg
motor,visA,0.02606534046711717,19.0,memory,tool,cortisol,neg
motor,visB,1.1201676682559558e-05,21.0,memory,tool,cortisol,neg
motor,visassoc,0.0,74.0,memory,tool,cortisol,neg
motor,salience,0.9096988278687821,8.0,memory,tool,cortisol,neg
motor,subcort,0.3968692221161205,4.0,memory,tool,cortisol,neg
motor,cerebell,0.9377231216219347,1.0,memory,tool,cortisol,neg
visA,medfront,0.9871605493237775,0.0,memory,tool,cortisol,neg
visA,frontoparietal,0.5247935774916553,11.0,memory,tool,cortisol,neg
visA,DMN,0.6835059074105484,2.0,memory,tool,cortisol,neg
visA,motor,0.02606534046711717,19.0,memory,tool,cortisol,neg
visA,visA,0.39827000894845677,4.0,memory,tool,cortisol,neg
visA,visB,0.6411368197169508,1.0,memory,tool,cortisol,neg
visA,visassoc,0.7171222476263097,3.0,memory,tool,cortisol,neg
visA,salience,0.35656077934697417,8.0,memory,tool,cortisol,neg
visA,subcort,0.6683792583716518,0.0,memory,tool,cortisol,neg
visA,cerebell,0.0023911631890047857,11.0,memory,tool,cortisol,neg
visB,medfront,0.847158853679446,0.0,memory,tool,cortisol,neg
visB,frontoparietal,0.7181894097780286,3.0,memory,tool,cortisol,neg
visB,DMN,0.6411368197169508,1.0,memory,tool,cortisol,neg
visB,motor,1.1201676682559558e-05,21.0,memory,tool,cortisol,neg
visB,visA,0.6411368197169508,1.0,memory,tool,cortisol,neg
visB,visB,0.008099909668476735,4.0,memory,tool,cortisol,neg
visB,visassoc,0.2969881147408251,3.0,memory,tool,cortisol,neg
visB,salience,0.028974499372473983,8.0,memory,tool,cortisol,neg
visB,subcort,0.3799122674969675,0.0,memory,tool,cortisol,neg
visB,cerebell,0.020341250276170397,4.0,memory,tool,cortisol,neg
visassoc,medfront,0.8404779786284002,5.0,memory,tool,cortisol,neg
visassoc,frontoparietal,0.02354114209180047,23.0,memory,tool,cortisol,neg
visassoc,DMN,0.46019013192291236,5.0,memory,tool,cortisol,neg
visassoc,motor,0.0,74.0,memory,tool,cortisol,neg
visassoc,visA,0.7171222476263097,3.0,memory,tool,cortisol,neg
visassoc,visB,0.2969881147408251,3.0,memory,tool,cortisol,neg
visassoc,visassoc,0.004978790287247015,14.0,memory,tool,cortisol,neg
visassoc,salience,0.0011976391931005637,22.0,memory,tool,cortisol,neg
visassoc,subcort,0.6919411421456181,1.0,memory,tool,cortisol,neg
visassoc,cerebell,0.00010573389315449155,15.0,memory,tool,cortisol,neg
salience,medfront,0.999315886692395,1.0,memory,tool,cortisol,neg
salience,frontoparietal,0.9879571613141018,7.0,memory,tool,cortisol,neg
salience,DMN,0.9046276686358362,3.0,memory,tool,cortisol,neg
salience,motor,0.9096988278687821,8.0,memory,tool,cortisol,neg
salience,visA,0.35656077934697417,8.0,memory,tool,cortisol,neg
salience,visB,0.028974499372473983,8.0,memory,tool,cortisol,neg
salience,visassoc,0.0011976391931005637,22.0,memory,tool,cortisol,neg
salience,salience,0.8847431833080095,6.0,memory,tool,cortisol,neg
salience,subcort,0.2777465775041359,5.0,memory,tool,cortisol,neg
salience,cerebell,0.8932450264228227,1.0,memory,tool,cortisol,neg
subcort,medfront,0.8681487898577819,0.0,memory,tool,cortisol,neg
subcort,frontoparietal,0.7553496908459267,3.0,memory,tool,cortisol,neg
subcort,DMN,0.6683792583716518,0.0,memory,tool,cortisol,neg
subcort,motor,0.3968692221161205,4.0,memory,tool,cortisol,neg
subcort,visA,0.6683792583716518,0.0,memory,tool,cortisol,neg
subcort,visB,0.3799122674969675,0.0,memory,tool,cortisol,neg
subcort,visassoc,0.6919411421456181,1.0,memory,tool,cortisol,neg
subcort,salience,0.2777465775041359,5.0,memory,tool,cortisol,neg
subcort,subcort,0.3799122674969675,0.0,memory,tool,cortisol,neg
subcort,cerebell,0.4647720999015339,0.0,memory,tool,cortisol,neg
cerebell,medfront,0.9144832637562673,1.0,memory,tool,cortisol,neg
cerebell,frontoparietal,0.6409061160809735,5.0,memory,tool,cortisol,neg
cerebell,DMN,0.7383406609016738,0.0,memory,tool,cortisol,neg
cerebell,motor,0.9377231216219347,1.0,memory,tool,cortisol,neg
cerebell,visA,0.0023911631890047857,11.0,memory,tool,cortisol,neg
cerebell,visB,0.020341250276170397,4.0,memory,tool,cortisol,neg
cerebell,visassoc,0.00010573389315449155,15.0,memory,tool,cortisol,neg
cerebell,salience,0.8932450264228227,1.0,memory,tool,cortisol,neg
cerebell,subcort,0.4647720999015339,0.0,memory,tool,cortisol,neg
cerebell,cerebell,0.5105354961239984,0.0,memory,tool,cortisol,neg
medfront,medfront,0.9999999999999992,12.0,memory,tool,placebo,neg
medfront,frontoparietal,1.0,20.0,memory,tool,placebo,neg
medfront,DMN,0.6912754781698788,50.0,memory,tool,placebo,neg
medfront,motor,1.0,3.0,memory,tool,placebo,neg
medfront,visA,2.8060470047552855e-07,115.0,memory,tool,placebo,neg
medfront,visB,0.8630105572284369,17.0,memory,tool,placebo,neg
medfront,visassoc,3.417525591975501e-05,106.0,memory,tool,placebo,neg
medfront,salience,0.9999999999999997,8.0,memory,tool,placebo,neg
medfront,subcort,0.9992149417395245,7.0,memory,tool,placebo,neg
medfront,cerebell,0.9999999165438045,1.0,memory,tool,placebo,neg
frontoparietal,medfront,1.0,20.0,memory,tool,placebo,neg
frontoparietal,frontoparietal,0.9987787920002761,130.0,memory,tool,placebo,neg
frontoparietal,DMN,0.4534629357215214,76.0,memory,tool,placebo,neg
frontoparietal,motor,1.0,30.0,memory,tool,placebo,neg
frontoparietal,visA,3.7762215430170443e-06,135.0,memory,tool,placebo,neg
frontoparietal,visB,0.00014865306088152064,64.0,memory,tool,placebo,neg
frontoparietal,visassoc,0.0,239.0,memory,tool,placebo,neg
frontoparietal,salience,1.0,18.0,memory,tool,placebo,neg
frontoparietal,subcort,0.9989256999762858,13.0,memory,tool,placebo,neg
frontoparietal,cerebell,0.9999999997150425,0.0,memory,tool,placebo,neg
DMN,medfront,0.6912754781698788,50.0,memory,tool,placebo,neg
DMN,frontoparietal,0.4534629357215214,76.0,memory,tool,placebo,neg
DMN,DMN,0.008766427394888199,48.0,memory,tool,placebo,neg
DMN,motor,1.3738594262235893e-08,132.0,memory,tool,placebo,neg
DMN,visA,0.012969441673848281,49.0,memory,tool,placebo,neg
DMN,visB,0.7995655035070941,8.0,memory,tool,placebo,neg
DMN,visassoc,0.3781153546254443,35.0,memory,tool,placebo,neg
DMN,salience,0.7960445962063798,43.0,memory,tool,placebo,neg
DMN,subcort,0.7265677798523037,10.0,memory,tool,placebo,neg
DMN,cerebell,0.7714653645353126,12.0,memory,tool,placebo,neg
motor,medfront,1.0,3.0,memory,tool,placebo,neg
motor,frontoparietal,1.0,30.0,memory,tool,placebo,neg
motor,DMN,1.3738594262235893e-08,132.0,memory,tool,placebo,neg
motor,motor,0.9999999999999922,28.0,memory,tool,placebo,neg
motor,visA,0.0,221.0,memory,tool,placebo,neg
motor,visB,7.971444615506584e-09,77.0,memory,tool,placebo,neg
motor,visassoc,0.0,279.0,memory,tool,placebo,neg
motor,salience,1.0,5.0,memory,tool,placebo,neg
motor,subcort,0.9819853515659079,15.0,memory,tool,placebo,neg
motor,cerebell,0.9999999898012233,1.0,memory,tool,placebo,neg
visA,medfront,2.8060470047552855e-07,115.0,memory,tool,placebo,neg
visA,frontoparietal,3.7762215430170443e-06,135.0,memory,tool,placebo,neg
visA,DMN,0.012969441673848281,49.0,memory,tool,placebo,neg
visA,motor,0.0,221.0,memory,tool,placebo,neg
visA,visA,3.042011087472929e-14,100.0,memory,tool,placebo,neg
visA,visB,0.01721841303956262,24.0,memory,tool,placebo,neg
visA,visassoc,2.9622965602715823e-07,78.0,memory,tool,placebo,neg
visA,salience,0.0865655328690782,65.0,memory,tool,placebo,neg
visA,subcort,0.9993350011228831,1.0,memory,tool,placebo,neg
visA,cerebell,0.2582357558775916,20.0,memory,tool,placebo,neg
visB,medfront,0.8630105572284369,17.0,memory,tool,placebo,neg
visB,frontoparietal,0.00014865306088152064,64.0,memory,tool,placebo,neg
visB,DMN,0.7995655035070941,8.0,memory,tool,placebo,neg
visB,motor,7.971444615506584e-09,77.0,memory,tool,placebo,neg
visB,visA,0.01721841303956262,24.0,memory,tool,placebo,neg
visB,visB,2.339301383935677e-06,24.0,memory,tool,placebo,neg
visB,visassoc,0.00031767829936979464,34.0,memory,tool,placebo,neg
visB,salience,0.056407023367678444,32.0,memory,tool,placebo,neg
visB,subcort,0.8220653946657899,2.0,memory,tool,placebo,neg
visB,cerebell,1.1103897559205933e-06,30.0,memory,tool,placebo,neg
visassoc,medfront,3.417525591975501e-05,106.0,memory,tool,placebo,neg
visassoc,frontoparietal,0.0,239.0,memory,tool,placebo,neg
visassoc,DMN,0.3781153546254443,35.0,memory,tool,placebo,neg
visassoc,motor,0.0,279.0,memory,tool,placebo,neg
visassoc,visA,2.9622965602715823e-07,78.0,memory,tool,placebo,neg
visassoc,visB,0.00031767829936979464,34.0,memory,tool,placebo,neg
visassoc,visassoc,6.84292893460281e-07,78.0,memory,tool,placebo,neg
visassoc,salience,0.04137317378023808,72.0,memory,tool,placebo,neg
visassoc,subcort,0.949771945020169,6.0,memory,tool,placebo,neg
visassoc,cerebell,2.893985857732595e-06,50.0,memory,tool,placebo,neg
salience,medfront,0.9999999999999997,8.0,memory,tool,placebo,neg
salience,frontoparietal,1.0,18.0,memory,tool,placebo,neg
salience,DMN,0.7960445962063798,43.0,memory,tool,placebo,neg
salience,motor,1.0,5.0,memory,tool,placebo,neg
salience,visA,0.0865655328690782,65.0,memory,tool,placebo,neg
salience,visB,0.056407023367678444,32.0,memory,tool,placebo,neg
salience,visassoc,0.04137317378023808,72.0,memory,tool,placebo,neg
salience,salience,0.9999999999999968,6.0,memory,tool,placebo,neg
salience,subcort,0.999932678318325,3.0,memory,tool,placebo,neg
salience,cerebell,0.9999941405655415,3.0,memory,tool,placebo,neg
subcort,medfront,0.9992149417395245,7.0,memory,tool,placebo,neg
subcort,frontoparietal,0.9989256999762858,13.0,memory,tool,placebo,neg
subcort,DMN,0.7265677798523037,10.0,memory,tool,placebo,neg
subcort,motor,0.9819853515659079,15.0,memory,tool,placebo,neg
subcort,visA,0.9993350011228831,1.0,memory,tool,placebo,neg
